,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q09,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q37,cosine00,cosine01,cosine02,cosine03,cosine04,trans_x,trans_x_derivative1,trans_x_power2,trans_x_derivative1_power2,trans_y,trans_y_derivative1,trans_y_derivative1_power2,trans_y_power2,trans_z,trans_z_derivative1,trans_z_derivative1_power2,trans_z_power2,rot_x,rot_x_derivative1,rot_x_derivative1_power2,rot_x_power2,rot_y,rot_y_derivative1,rot_y_derivative1_power2,rot_y_power2,rot_z,rot_z_derivative1,rot_z_derivative1_power2,rot_z_power2,constant
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576388455999999,0.0576382569,0.0576372758,0.0576359023,0.0576341365,2.75381e-06,0.0,7.5834695161e-12,0.0,-0.101127,0.0,0.0,0.0102266701289999,0.0056581,0.0,0.0,3.201409561e-05,-0.000266867,0.0,0.0,7.1217995689e-08,0.000186684,0.0,0.0,3.4850915856000004e-08,8.51648e-05,0.0,0.0,7.2530431590400015e-09,1
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576372758,0.0576319782,0.057623149,0.057610789,0.0575948989,-1.27022e-05,-1.545601e-05,1.6134588484e-10,2.388882451201e-10,-0.100665,0.0004619999999999,2.1344399999999094e-07,0.010133442225,0.0174095999999999,0.0117514999999999,0.0001380977522499,0.0003030941721599,-0.000716097,-0.00044923,2.018075929e-07,5.12794913409e-07,-4.377770000000001e-24,-0.000186684,3.4850915856000004e-08,1.91648701729e-47,-5.070649999999999e-05,-0.0001358713,1.846101016369e-08,2.5711491422499987e-09,1
2,0.0,0.0,0.0,0.0,0.0,8.50448724156929e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576341365,0.0576194213,0.0575948989,0.0575605733,0.0575164504999999,-0.00356743,-0.0035547278,1.27265568049e-05,1.263608973209284e-05,-0.0589637,0.0417013,0.00173899842169,0.0034767179176899,0.0322309,0.0148213,0.00021967093369,0.00103883091481,-0.000969478,-0.000253381,6.420193116100006e-08,9.39887592484e-07,0.000301658,0.000301658,9.0997548964e-08,9.0997548964e-08,0.000421914,0.0004726205,2.2337013702025003e-07,1.7801142339600004e-07,1
3,0.0,0.0,0.0,0.0,0.0,0.003220402290299932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576294275,0.0576005878,0.0575525323,0.0574852772,0.0573988447,-0.000418996,0.003148434,1.75557648016e-07,9.912636652356e-06,-0.0350712,0.0238925,0.0005708515562499,0.00122998906944,0.0514324,0.0192015,0.00036869760225,0.00264529176976,-0.000201771,0.000767707,5.893740378490003e-07,4.071153644099999e-08,-0.0,-0.000301658,9.0997548964e-08,0.0,0.000591954,0.00017004,2.8913601599999995e-08,3.50409538116e-07,1
4,0.0,0.0,0.0,0.0,0.0,0.021221748474660934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057623149,0.0575754796,0.0574960598,0.0573849333,0.0572421615,-0.000981704,-0.0005627079999999,9.637427436159998e-07,3.1664029326399985e-07,-0.0337885999999999,0.0012826,1.6450627600000048e-06,0.0011416694899599,0.0494338,-0.0019986,3.99440196000004e-06,0.00244370058244,0.000208687,0.000410458,1.6847576976400004e-07,4.355026396900001e-08,0.000103036,0.000103036,1.0616417296000002e-08,1.0616417296000002e-08,0.0008185809999999,0.0002266269999999,5.135979712899989e-08,6.700748535609997e-07,1
5,0.0,0.0,0.0,0.0,0.0,0.06911508856934165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576153013,0.0575440995,0.057425495,0.0572595855,0.0570465076,-0.00653647,-0.005554766,4.27254400609e-05,3.0855425314756e-05,-0.0527918,-0.0190032,0.00036112161024,0.00278697414724,-0.0149727999999999,-0.0644066,0.0041482101235599,0.0002241847398399,-1.67559e-05,-0.0002254429,5.082450116041002e-08,2.8076018481e-10,0.000246763,0.000143727,2.0657450529e-08,6.0891978169e-08,0.00059168,-0.0002269009999999,5.1484063800999886e-08,3.5008522240000005e-07,1
6,0.0,0.0,0.0,0.0,0.0,0.15399659734230375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576058845,0.0575064509,0.0573408553,0.0571092883,0.0568120162,-0.0169495999999999,-0.0104131299999999,0.0002872889401599,0.0001084332763968,-0.0378172,0.0149746,0.00022423864516,0.0014301406158399,0.00457062,0.01954342,0.0003819452652964,2.08905671844e-05,-0.000248287,-0.0002315311,5.3606650267210015e-08,6.164643436900001e-08,0.000455949,0.000209186,4.3758782596000014e-08,2.0788949060100005e-07,0.000367061,-0.000224619,5.0453695161000034e-08,1.3473377772099998e-07,1
7,0.0,0.0,0.0,0.0,0.0,0.2713586747222343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0575948989,0.0574625379,0.0572421615,0.0569341072,0.056538847,-0.0145009,0.0024486999999999,0.00021027610081,5.996131689999983e-06,-0.0169712999999999,0.0208459,0.0004345515468099,0.00028802502369,0.0222916,0.0177209799999999,0.0003140331321603,0.0004969154305599,-8.58291e-05,0.0001624579,2.6392569272410013e-08,7.366634406810001e-09,0.000416707,-3.924200000000004e-05,1.539934564000003e-09,1.73644723849e-07,0.000281061,-8.599999999999998e-05,7.395999999999995e-09,7.899528572099999e-08,1
8,0.0,0.0,0.0,0.0,0.0,0.4087011303771401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0575823448,0.0574123653,0.0571294376999999,0.0567341187,0.0562271859,-0.0103107999999999,0.0041901,0.0001063125966399,1.7556938010000005e-05,-0.00090275,0.0160685499999999,0.0002581982991024,8.149575625e-07,0.0242036,0.001912,3.6557440000000016e-06,0.00058581425296,0.000625382,0.0007112110999999,5.058212287632101e-07,3.9110264592399993e-07,0.000367751,-4.895600000000001e-05,2.396689936000001e-09,1.35240798001e-07,0.00019809,-8.297099999999999e-05,6.884186840999999e-09,3.92396481e-08,1
9,0.0,0.0,0.0,0.0,0.0,0.5513026767942893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0575682224,0.0573559384999999,0.0570027116,0.0565094097,0.0558772451,-0.0169838,-0.006673,0.00028844946244,4.4528929000000026e-05,-0.00360395,-0.0027011999999999,7.29648144e-06,1.2988455602499997e-05,-0.0051549,-0.0293585,0.00086192152225,2.6572994009999995e-05,0.000592564,-3.281799999999989e-05,1.0770211239999924e-09,3.511320940960001e-07,0.00041025,4.249900000000004e-05,1.8061650010000035e-09,1.683050625e-07,0.0,-0.00019809,3.92396481e-08,0.0,1
