,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q09,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,cosine00,cosine01,cosine02,cosine03,cosine04,trans_x,trans_x_derivative1,trans_x_derivative1_power2,trans_x_power2,trans_y,trans_y_derivative1,trans_y_power2,trans_y_derivative1_power2,trans_z,trans_z_derivative1,trans_z_power2,trans_z_derivative1_power2,rot_x,rot_x_derivative1,rot_x_derivative1_power2,rot_x_power2,rot_y,rot_y_derivative1,rot_y_power2,rot_y_derivative1_power2,rot_z,rot_z_derivative1,rot_z_power2,rot_z_derivative1_power2,constant
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576388455999999,0.0576382569,0.0576372758,0.0576359023,0.0576341365,0.0151001,0.0,0.0,0.00022801302001,0.1761869999999999,0.0,0.0310418589689999,0.0,0.0693446,0.0,0.00480867354916,0.0,0.0122368,0.0,0.0,0.0001497392742399,1.0565599999999997e-21,0.0,1.1163190335999996e-42,0.0,-0.0012811,0.0,1.6412172100000004e-06,0.0,1
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6793014124996845e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576372758,0.0576319782,0.057623149,0.057610789,0.0575948989,-0.0113352,-0.0264353,0.00069882508609,0.00012848675904,0.269792,0.093605,0.072787723264,0.008761896025,0.0510898,-0.0182548,0.00261016766404,0.00033323772304,0.0116473,-0.0005894999999999,3.475102499999997e-07,0.0001356595972899,0.000778942,0.000778942,6.067506393640001e-07,6.067506393640001e-07,-0.00135186,-7.076000000000001e-05,1.8275254596e-06,5.006977600000001e-09,1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.485205807047502e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576341365,0.0576194213,0.0575948989,0.0575605733,0.0575164504999999,-0.0112179,0.0001173,1.3759290000000173e-08,0.0001258412804099,0.318509,0.048717,0.101447983081,0.002373346089,0.0842032999999999,0.0331134999999999,0.0070901957308899,0.0010965038822499,0.0113776,-0.0002696999999999,7.273808999999876e-08,0.00012944978176,0.000652024,-0.000126918,4.25135296576e-07,1.6108178724000017e-08,-0.00137775,-2.5889999999999984e-05,1.8981950625e-06,6.702920999999992e-10,1
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033815189383661287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576294275,0.0576005878,0.0575525323,0.0574852772,0.0573988447,0.0333965,0.0446144,0.00199044468736,0.0011153262122499,0.101596,-0.216913,0.010321747216,0.047051249569,0.00339147,-0.0808118299999999,1.1502068760900004e-05,0.0065305518679488,0.00321999,-0.00815761,6.654660091210004e-05,1.03683356001e-05,-0.0,-0.000652024,0.0,4.25135296576e-07,-0.000499745,0.000878005,2.497450650250001e-07,7.708927800250001e-07,1
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02184426890745686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057623149,0.0575754796,0.0574960598,0.0573849333,0.0572421615,0.0727296,0.0393331,0.00154709275561,0.00528959471616,-0.225556,-0.327152,0.0508755091359999,0.107028431104,-0.0729277,-0.0763191699999999,0.00531844942729,0.0058246157094888,-0.0166324,-0.01985239,0.0003941173887121,0.00027663672976,-0.00191293,-0.00191293,3.6593011849e-06,3.6593011849e-06,0.000867811,0.001367556,7.530959317210002e-07,1.870209413136e-06,1
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0704468052927721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576153013,0.0575440995,0.057425495,0.0572595855,0.0570465076,0.0411838,-0.0315458,0.00099513749764,0.00169610538244,-0.0804463999999999,0.1451096,0.0064716232729599,0.02105679601216,-0.0539212,0.0190065,0.00290749580944,0.00036124704225,-0.00471756,0.01191484,0.0001419634122256,2.22553723536e-05,-0.0008114039999999,0.001101526,6.583764512159999e-07,1.213359528676e-06,0.000103909,-0.000763902,1.0797080281e-08,5.83546265604e-07,1
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1560578220085881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576058845,0.0575064509,0.0573408553,0.0571092883,0.0568120162,0.0290129,-0.0121708999999999,0.0001481308068099,0.00084174836641,-0.0243048,0.0561415999999999,0.0005907233030399,0.0031518792505599,0.00212437,0.05604557,4.5129478969e-06,0.0031411059166249,-0.00287936,0.0018382,3.3789792400000003e-06,8.2907140096e-06,-0.000207807,0.000603597,4.3183749249000007e-08,3.6432933840900004e-07,-0.000272288,-0.000376197,7.414075494399999e-08,1.41524182809e-07,1
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27395876349000126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0575948989,0.0574625379,0.0572421615,0.0569341072,0.056538847,0.0224467,-0.0065662,4.311498244000001e-05,0.00050385434089,0.0284874,0.0527922,0.00081153195876,0.00278701638084,0.0253958,0.02327143,0.0006449466576399,0.0005415594542449,-0.00276843,0.0001109299999999,1.2305464899999993e-08,7.6642046649e-06,-6.89681e-05,0.0001388389,4.75659881761e-09,1.927624015321e-08,-0.00045106,-0.000178772,2.034551236e-07,3.1959427984000004e-08,1
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4115491276802738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0575823448,0.0574123653,0.0571294376999999,0.0567341187,0.0562271859,0.0223311,-0.0001156,1.3363360000000098e-08,0.00049867802721,-0.00939421,-0.03788161,8.82511815241e-05,0.0014350163761921,-0.0443186,-0.0697144,0.00196413830596,0.0048600975673599,-0.00232414,0.00044429,1.973936041e-07,5.4016267396000015e-06,-0.000154878,-8.59099e-05,2.3987194884e-08,7.38051091801e-09,-0.0005055169999999,-5.4456999999999936e-05,2.555474372889999e-07,2.965564848999993e-09,1
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5541156443006342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0575682224,0.0573559384999999,0.0570027116,0.0565094097,0.0558772451,0.0227489,0.0004177999999999,1.7455683999999954e-07,0.00051751245121,-0.0481769,-0.03878269,0.00232101369361,0.0015040970436361,-0.0684472,-0.0241285999999999,0.00468501918784,0.00058218933796,-0.00215067,0.00017347,3.0091840900000086e-08,4.6253814489e-06,-0.000242701,-8.782299999999998e-05,5.8903775400999996e-08,7.712879328999995e-09,-0.000163117,0.0003423999999999,2.6607155689e-08,1.1723775999999997e-07,1
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6891715524351768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0575525323,0.0572932637,0.0568620142,0.0562600783,0.0554892628,0.0131895,-0.0095593999999999,9.138212835999996e-05,0.00017396291025,-0.0481918,-1.4899999999998248e-05,0.0023224495872399,2.2200999999994778e-10,-0.0315163,0.0369309,0.00099327716569,0.0013638913748099,-0.00151731,0.0006333599999999,4.011448895999999e-07,2.3022296361e-06,-0.000189562,5.313899999999998e-05,3.5933751844e-08,2.823753320999998e-09,-0.000356981,-0.000193864,1.2743543436099998e-07,3.7583250495999995e-08,1
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8084109164097283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0575352749,0.0572243478,0.05670738,0.0559862329999999,0.0550635032,0.0126709,-0.0005186,2.6894596000000105e-07,0.00016055170681,0.0140146,0.0622063999999999,0.00019640901316,0.00386963620096,0.0572424,0.0887587,0.00327669235776,0.00787810682569,-0.000491159,0.001026151,1.0529858748009998e-06,2.4123716328100004e-07,0.00038951,0.0005790719999999,1.517180401e-07,3.35324381184e-07,-0.000575743,-0.000218762,3.31480002049e-07,4.7856812644e-08,1
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9077759977463885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0575164504999999,0.0571491982,0.056538847,0.0556879932,0.0546002562,0.00886729,-0.00380361,1.4467449032100006e-05,7.86288319441e-05,0.0384137,0.0243990999999999,0.0014756123476899,0.0005953160808099,0.0368183,-0.0204240999999999,0.00135558721489,0.0004171438608099,-0.00134185,-0.0008506909999999,7.236751774809998e-07,1.8005614224999995e-06,4.52899e-05,-0.0003442201,2.0511750420099994e-09,1.1848747724401e-07,-0.000490467,8.527600000000001e-05,2.40557878089e-07,7.271996176000002e-09,1
