,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q09,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q33,Q34,Q35,Q36,Q37,Q38,Q40,cosine00,cosine01,cosine02,cosine03,cosine04,trans_x,trans_x_derivative1,trans_x_power2,trans_x_derivative1_power2,trans_y,trans_y_derivative1,trans_y_derivative1_power2,trans_y_power2,trans_z,trans_z_derivative1,trans_z_derivative1_power2,trans_z_power2,rot_x,rot_x_derivative1,rot_x_derivative1_power2,rot_x_power2,rot_y,rot_y_derivative1,rot_y_power2,rot_y_derivative1_power2,rot_z,rot_z_derivative1,rot_z_power2,rot_z_derivative1_power2,constant
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576388455999999,0.0576382569,0.0576372758,0.0576359023,0.0576341365,0.135189,0.0,0.018276065721,0.0,0.0246642,0.0,0.0,0.00060832276164,0.524619,0.0,0.0,0.275225095161,0.00714915,0.0,0.0,5.11103457225e-05,-0.000489477,0.0,2.39587733529e-07,0.0,-0.00157654,0.0,2.4854783716e-06,0.0,1
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6793014124996845e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576372758,0.0576319782,0.057623149,0.057610789,0.0575948989,0.125933,-0.009256,0.0158591204889999,8.567353600000026e-05,-0.00902314,-0.03368734,0.0011348368762756,8.141705545960003e-05,0.517753,-0.0068659999999999,4.714195599999901e-05,0.268068169009,0.00699383,-0.0001553199999999,2.412430239999988e-08,4.89136580689e-05,-0.000498159,-8.681999999999984e-06,2.4816238928099995e-07,7.537712399999969e-11,-0.00132915,0.0002473899999999,1.7666397225000004e-06,6.120181209999994e-08,1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.485205807047502e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576341365,0.0576194213,0.0575948989,0.0575605733,0.0575164504999999,0.138225,0.0122919999999999,0.019106150625,0.0001510932639999,0.0310494,0.04007254,0.0016058084620516,0.00096406524036,0.5519310000000001,0.034178,0.001168135684,0.3046278287610001,0.00739203,0.0003981999999999,1.585632399999997e-07,5.46421075209e-05,-0.000382602,0.000115557,1.46384290404e-07,1.3353420249000004e-08,-0.00169541,-0.00036626,2.8744150681000007e-06,1.341463876e-07,1
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033815189383661287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576294275,0.0576005878,0.0575525323,0.0574852772,0.0573988447,0.1408569999999999,0.0026319999999999,0.019840694449,6.927423999999975e-06,0.0923079,0.0612585,0.0037526038222499,0.00852074840241,0.573005,0.0210739999999999,0.0004441134759999,0.328334730025,0.00780546,0.00041343,1.709243649000002e-07,6.092520581160001e-05,-0.000375568,7.0339999999999465e-06,1.41051322624e-07,4.947715599999925e-11,-0.00188871,-0.0001933,3.5672254641e-06,3.736489e-08,1
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02184426890745686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057623149,0.0575754796,0.0574960598,0.0573849333,0.0572421615,0.141782,0.000925,0.020102135524,8.556250000000169e-07,0.0368309,-0.055477,0.003077697529,0.00135651519481,0.509498,-0.0635069999999999,0.0040331390489999,0.259588212004,0.0074646599999999,-0.0003408,1.1614464000000093e-07,5.5721148915599975e-05,-0.000598604,-0.000223036,3.58326748816e-07,4.974505729599999e-08,-0.00188652,2.190000000000004e-06,3.5589577104e-06,4.796100000000019e-12,1
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0704468052927721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576153013,0.0575440995,0.057425495,0.0572595855,0.0570465076,0.144138,0.002356,0.020775763044,5.550736000000116e-06,-0.0106791,-0.04751,0.0022572001,0.00011404317681,0.508737,-0.000761,5.791210000000177e-07,0.258813335169,0.00692238,-0.0005422799999999,2.940675983999991e-07,4.79193448644e-05,-0.00046663,0.0001319739999999,2.177435569e-07,1.7417136675999995e-08,-0.00197482,-8.829999999999991e-05,3.8999140324e-06,7.796889999999987e-09,1
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1560578220085881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576058845,0.0575064509,0.0573408553,0.0571092883,0.0568120162,0.147751,0.0036129999999999,0.021830358001,1.3053768999999834e-05,0.0126575,0.0233366,0.0005445968995599,0.00016021230625,0.554243,0.045506,0.002070796036,0.307185303049,0.00711446,0.00019208,3.689472640000029e-08,5.0615541091600016e-05,-0.000292276,0.000174354,8.5425260176e-08,3.0399317316000006e-08,-0.00229573,-0.00032091,5.270376232900002e-06,1.0298322810000015e-07,1
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27395876349000126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0575948989,0.0574625379,0.0572421615,0.0569341072,0.056538847,0.146234,-0.0015169999999999,0.021384382756,2.3012889999999714e-06,0.0865166999999999,0.0738591999999999,0.0054551814246399,0.0074851393788899,0.606025,0.051782,0.002681375524,0.367266300625,0.00836413,0.0012496699999999,1.561675108899997e-06,6.995867065689998e-05,-0.000210972,8.130399999999999e-05,4.4509184784e-08,6.610340416000001e-09,-0.00229573,0.0,5.270376232900002e-06,0.0,1
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4115491276802738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0575823448,0.0574123653,0.0571294376999999,0.0567341187,0.0562271859,0.141601,-0.0046329999999999,0.020050843201,2.1464688999999984e-05,0.0318746,-0.0546420999999999,0.0029857590924099,0.0010159901251599,0.513509,-0.092516,0.008559210256,0.263691493081,0.00709699,-0.0012671399999999,1.6056437795999975e-06,5.03672670601e-05,-0.000225436,-1.4463999999999975e-05,5.0821390095999995e-08,2.0920729599999926e-10,-0.00219278,0.00010295,4.8082841284000005e-06,1.059870250000002e-08,1
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5541156443006342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0575682224,0.0573559384999999,0.0570027116,0.0565094097,0.0558772451,0.146264,0.004663,0.021393157696,2.1743569000000005e-05,-0.00966931,-0.04154391,0.001725896458088,9.34955558761e-05,0.521745,0.008236,6.783169600000034e-05,0.272217845025,0.00703439,-6.260000000000033e-05,3.918760000000041e-09,4.94826426721e-05,-0.000118332,0.0001071039999999,1.4002462224e-08,1.1471266815999994e-08,-0.00215579,3.69900000000002e-05,4.6474305241e-06,1.3682601000000147e-09,1
