,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q09,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,cosine00,cosine01,cosine02,cosine03,cosine04,trans_x,trans_x_derivative1,trans_x_power2,trans_x_derivative1_power2,trans_y,trans_y_derivative1,trans_y_derivative1_power2,trans_y_power2,trans_z,trans_z_derivative1,trans_z_derivative1_power2,trans_z_power2,rot_x,rot_x_derivative1,rot_x_power2,rot_x_derivative1_power2,rot_y,rot_y_derivative1,rot_y_power2,rot_y_derivative1_power2,rot_z,rot_z_derivative1,rot_z_power2,rot_z_derivative1_power2,constant
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0592346629,0.0592339880999999,0.0592328634999999,0.059231289,0.0592292647,0.130468,0.0,0.017021899024,0.0,-0.0236919,0.0,0.0,0.00056130612561,0.367897,0.0,0.0,0.135348202609,0.0017052599999999,0.0,2.907911667599998e-06,0.0,0.00135159,0.0,1.8267955281e-06,0.0,-0.00198434,0.0,3.937605235599998e-06,0.0,1
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.683329394873052e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0592328634999999,0.0592267907,0.0592166698,0.0592025015,0.0591842869,0.13878,0.0083119999999999,0.0192598884,6.908934399999977e-05,-0.103523,-0.0798311,0.0063730045272099,0.010717011529,0.365126,-0.0027709999999999,7.678440999999824e-06,0.133316995876,0.00155965,-0.0001456099999999,2.4325081225e-06,2.120227209999981e-08,0.00133622,-1.537000000000001e-05,1.7854838883999995e-06,2.3623690000000026e-10,-0.00204482,-6.048000000000034e-05,4.1812888324000005e-06,3.657830400000042e-09,1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.485845572329193e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0592292647,0.0592123966999999,0.0591842869,0.0591449405999999,0.0590943653,0.110234,-0.0285459999999999,0.012151534756,0.0008148741159999,-0.125892,-0.022369,0.000500372161,0.015848795664,0.373829,0.008703,7.574220900000028e-05,0.139748121241,0.00155453,-5.120000000000168e-06,2.4165635209e-06,2.621440000000172e-11,0.00236203,0.00102581,5.579185720900002e-06,1.0522861561000003e-06,-0.00198585,5.897000000000021e-05,3.9436002225e-06,3.477460900000024e-09,1
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003381625405427819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0592238668,0.059190808,0.0591357236,0.0590586341,0.0589595683,0.0989839,-0.0112500999999999,0.00979781245921,0.0001265647500099,-0.0238619,0.1020301,0.01041014130601,0.00056939027161,0.5710770000000001,0.197248,0.038906773504,0.326128939929,0.00321178,0.00165725,1.03155307684e-05,2.7464775625e-06,0.00309364,0.0007316099999999,9.5706084496e-06,5.352531920999997e-07,-0.00180454,0.0001813099999999,3.2563646116000008e-06,3.2873316099999936e-08,1
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021844689078105342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0592166698,0.059162027,0.0590709931,0.0589436241,0.0587799982,0.0832938999999999,-0.01569,0.0069378737772099,0.0002461761,-0.0505225,-0.0266606,0.00071078759236,0.00255252300625,0.568267,-0.00281,7.896100000000509e-06,0.3229273832889999,0.00361258,0.0004007999999999,1.30507342564e-05,1.6064063999999982e-07,0.00359929,0.00050565,1.29548885041e-05,2.556819225000004e-07,-0.00182791,-2.336999999999999e-05,3.341254968100001e-06,5.461568999999992e-10,1
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07044772488118971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0592076738999999,0.0591260574,0.0589901133,0.0587999663999999,0.0585557913999999,0.0778857,-0.0054081999999999,0.0060661822644899,2.924862723999987e-05,-0.10771,-0.0571874999999999,0.0032704101562499,0.0116014440999999,0.565978,-0.0022889999999999,5.239520999999933e-06,0.320331096484,0.00340327,-0.0002093099999999,1.15822466929e-05,4.3810676099999946e-08,0.00382893,0.0002296399999999,1.46607049449e-05,5.2734529599999865e-08,-0.0019912,-0.0001632899999999,3.964877439999999e-06,2.666362409999992e-08,1
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156059278639678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0591968795,0.0590829036,0.0588931061,0.0586277308,0.0582871182,0.0837378,0.0058520999999999,0.00701201914884,3.424707440999999e-05,-0.116657,-0.008947,8.00488090000002e-05,0.013608855649,0.579969,0.0139909999999999,0.0001957480809999,0.336364040961,0.00338274,-2.052999999999994e-05,1.14429299076e-05,4.2148089999999757e-10,0.0039925,0.0001635699999999,1.5940056249999995e-05,2.6755144899999873e-08,-0.00232871,-0.00033751,5.4228902641e-06,1.1391300010000004e-07,1
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2739606436786213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0591842869,0.0590325705999999,0.0587799982,0.0584270011,0.0579741825,0.0837301,-7.699999999999374e-06,0.00701072964601,5.928999999999034e-11,-0.0818513,0.0348056999999999,0.0012114367524899,0.00669963531169,0.579735,-0.0002339999999999,5.4755999999979636e-08,0.336092670225,0.00319029,-0.0001924499999999,1.01779502841e-05,3.703700249999993e-08,0.00435471,0.00036221,1.89634991841e-05,1.311960841000006e-07,-0.00231209,1.6619999999999743e-05,5.345760168100002e-06,2.7622439999999143e-10,1
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4115512344355622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0591698964,0.0589750646999999,0.0586508204,0.0581978748,0.0576172221,0.0908614,0.0071312999999999,0.0082557940099599,5.0855439689999904e-05,-0.0236488,0.0582025,0.00338753100625,0.00055926574144,0.559774,-0.019961,0.000398441521,0.313346931076,0.00325595,6.565999999999994e-05,1.06012104025e-05,4.311235599999992e-09,0.00443759,8.287999999999959e-05,1.96922050081e-05,6.869094399999932e-09,-0.00238367,-7.157999999999992e-05,5.6818826689e-06,5.123696399999988e-09,1
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5541177721479352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0591537084,0.0589103929,0.058505608,0.0579404633999999,0.0572165079,0.101333,0.0104716,0.010268376889,0.00010965440656,-0.0824243999999999,-0.0587755999999999,0.0034545711553599,0.0067937817153599,0.489443,-0.0703309999999999,0.0049464495609999,0.239554450249,0.00256954,-0.00068641,6.6025358116e-06,4.711586881000002e-07,0.00416675,-0.0002708399999999,1.7361805562500002e-05,7.33543055999998e-08,-0.00226679,0.00011688,5.1383369041e-06,1.3660934400000044e-08,1
